team1_win_rate_vs_team2,team1_won_toss,toss_decision_bat,team1_venue_win_rate,team1_recent_form,team1_won
0.353,0,0,0.5,0.4,0
0.529,1,0,0.659,0.4,1
0.5,0,0,0.5,1.0,0
0.5,1,0,0.5,0.333,0
0.5,0,0,0.372,0.6,1
0.667,1,0,0.625,0.4,1
0.5,0,1,0.5,0.75,1
0.5,0,0,0.5,0.25,0
0.5,1,0,0.5,0.2,0
0.5,0,0,0.625,0.6,0
0.5,1,0,0.372,0.8,0
0.688,1,0,0.659,0.4,1
0.5,0,0,0.5,0.2,0
0.4,0,0,0.372,0.6,1
0.5,0,0,0.625,0.6,1
0.5,1,0,0.5,0.8,0
0.5,0,0,0.5,0.2,0
0.5,0,0,0.533,0.2,0
0.5,0,0,0.5,0.6,0
0.647,0,0,0.659,0.6,1
0.5,0,0,0.372,0.8,0
0.5,1,0,0.625,0.8,1
0.5,1,0,0.533,0.2,1
0.562,0,0,0.5,0.2,1
0.667,1,0,1.0,0.8,0
0.5,0,0,0.659,0.6,0
0.625,1,0,0.5,0.4,0
0.5,0,1,0.5,0.4,0
0.471,0,0,0.533,0.4,0
0.833,0,0,0.625,0.8,0
0.5,1,1,1.0,0.8,0
0.5,0,0,0.533,0.4,1
0.5,0,1,0.659,0.4,1
0.333,1,1,0.5,0.6,0
0.5,0,0,1.0,0.6,1
0.5,0,0,0.659,0.6,0
0.5,1,0,0.5,0.2,1
0.375,0,0,0.533,0.8,1
0.5,1,0,0.5,0.2,1
0.167,1,0,0.75,0.2,1
0.5,0,1,0.5,0.4,1
0.5,1,0,0.5,0.4,1
0.667,0,0,0.659,0.4,1
